responseTime,prolificID,userID,questionNum,response,loadTime,questionID,selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,error,absError,correct,anchor,alignment
4.27,65847ecf0896ca006d2c00b7,2,63.0,46,2025-04-22 17:59:50.321,160.0,45,near-aligned,far-anchor,5,4,0,75,34,pie,2,C,1.0,1.0,False,non-anchor,unaligned
3.208,62b7a7e776f241c59cf27ac9,8,16.0,50,2025-04-22 17:59:52.169,689.0,47,far-from-aligned,near-anchor,3,9,2,50,41,line,8,D,3.0,3.0,False,non-anchor,unaligned
2.537,62b7a7e776f241c59cf27ac9,8,17.0,50,2025-04-22 17:59:55.465,690.0,50,aligned,anchor,0,0,0,50 and 100,50,line,8,C,0.0,0.0,True,anchor,aligned
4.191,65847ecf0896ca006d2c00b7,2,64.0,45,2025-04-22 17:59:54.690,161.0,42,aligned,far-anchor,8,0,2,0,0,line,2,B,3.0,3.0,False,non-anchor,aligned
2.888,62b7a7e776f241c59cf27ac9,8,18.0,45,2025-04-22 17:59:58.089,691.0,46,far-from-aligned,near-anchor,4,5,1,50,45,line,8,A,-1.0,1.0,False,non-anchor,unaligned
4.671,65847ecf0896ca006d2c00b7,2,65.0,49,2025-04-22 17:59:58.981,162.0,48,near-aligned,near-anchor,2,4,2,50,6,line,2,A,1.0,1.0,False,non-anchor,unaligned
3.096,62b7a7e776f241c59cf27ac9,8,19.0,25,2025-04-22 18:00:01.065,692.0,28,near-aligned,near-anchor,3,1,2,0,1,line,8,C,-3.0,3.0,False,non-anchor,unaligned
2.428,62b7a7e776f241c59cf27ac9,8,20.0,25,2025-04-22 18:00:04.249,693.0,24,near-aligned,near-anchor,1,2,1,75,73,pie,8,G,1.0,1.0,False,non-anchor,unaligned
3.398,65847ecf0896ca006d2c00b7,2,66.0,25,2025-04-22 18:00:03.750,163.0,25,near-aligned,anchor,0,2,0,75 and 100,73,line,2,E,0.0,0.0,True,anchor,unaligned
4.528,62b7a7e776f241c59cf27ac9,8,21.0,60,2025-04-22 18:00:06.769,694.0,53,near-aligned,far-anchor,3,4,2,25,29,line,8,D,7.0,7.0,False,non-anchor,unaligned
4.759,65847ecf0896ca006d2c00b7,2,67.0,27,2025-04-22 18:00:07.249,164.0,27,aligned,near-anchor,2,0,2,50,23,pie,2,E,0.0,0.0,True,non-anchor,aligned
3.769,65847ecf0896ca006d2c00b7,2,68.0,24,2025-04-22 18:00:12.111,165.0,25,far-from-aligned,anchor,0,5,0,50 and 75,45,line,2,D,-1.0,1.0,False,anchor,unaligned
4.524,62b7a7e776f241c59cf27ac9,8,22.0,35,2025-04-22 18:00:11.389,695.0,26,far-from-aligned,near-anchor,1,11,1,100,63,pie,8,F,9.0,9.0,False,non-anchor,unaligned
2.725,62b7a7e776f241c59cf27ac9,8,23.0,21,2025-04-22 18:00:15.997,696.0,16,far-from-aligned,far-anchor,9,5,1,25,20,pie,8,G,5.0,5.0,False,non-anchor,unaligned
6.771,65847ecf0896ca006d2c00b7,2,69.0,29,2025-04-22 18:00:15.983,166.0,27,far-from-aligned,near-anchor,2,9,2,25,34,line,2,C,2.0,2.0,False,non-anchor,unaligned
4.579,62b7a7e776f241c59cf27ac9,8,24.0,40,2025-04-22 18:00:19.862,697.0,40,aligned,far-anchor,10,0,0,50,10,pie,8,G,0.0,0.0,True,non-anchor,aligned
3.752,65847ecf0896ca006d2c00b7,2,70.0,52,2025-04-22 18:00:22.857,167.0,52,aligned,far-anchor,2,0,2,100,48,pie,2,E,0.0,0.0,True,non-anchor,aligned
2.439,62b7a7e776f241c59cf27ac9,8,25.0,20,2025-04-22 18:00:24.530,698.0,23,near-aligned,near-anchor,2,1,2,50,49,line,8,D,-3.0,3.0,False,non-anchor,unaligned
2.036,62b7a7e776f241c59cf27ac9,8,26.0,50,2025-04-22 18:00:27.053,699.0,50,far-from-aligned,anchor,0,12,0,50 and 100,38,pie,8,A,0.0,0.0,True,anchor,unaligned
5.408,65847ecf0896ca006d2c00b7,2,71.0,34,2025-04-22 18:00:26.713,168.0,38,far-from-aligned,far-anchor,12,6,2,25,19,pie,2,G,-4.0,4.0,False,non-anchor,unaligned
3.336,62b7a7e776f241c59cf27ac9,8,27.0,45,2025-04-22 18:00:29.177,700.0,47,far-from-aligned,near-anchor,3,11,2,25 and 50,14,pie,8,C,-2.0,2.0,False,non-anchor,unaligned
2.544,62b7a7e776f241c59cf27ac9,8,28.0,35,2025-04-22 18:00:32.601,701.0,28,aligned,near-anchor,3,0,2,50,22,line,8,G,7.0,7.0,False,non-anchor,aligned
3.553,62b7a7e776f241c59cf27ac9,8,29.0,21,2025-04-22 18:00:35.233,702.0,22,far-from-aligned,near-anchor,3,10,2,25,15,line,8,B,-1.0,1.0,False,non-anchor,unaligned
2.878,62b7a7e776f241c59cf27ac9,8,30.0,48,2025-04-22 18:00:38.883,703.0,45,aligned,far-anchor,5,0,0,0,0,pie,8,C,3.0,3.0,False,non-anchor,aligned
3.384,62b7a7e776f241c59cf27ac9,8,31.0,32,2025-04-22 18:00:41.849,704.0,36,far-from-aligned,far-anchor,11,6,1,75,33,line,8,B,-4.0,4.0,False,non-anchor,unaligned
4.505,65847ecf0896ca006d2c00b7,2,72.0,49,2025-04-22 18:00:41.554,169.0,47,near-aligned,near-anchor,3,1,2,25,24,line,2,F,2.0,2.0,False,non-anchor,unaligned
4.124,62b7a7e776f241c59cf27ac9,8,32.0,42,2025-04-22 18:00:45.321,705.0,41,near-aligned,far-anchor,9,3,1,25,22,line,8,C,1.0,1.0,False,non-anchor,unaligned
5.566,65847ecf0896ca006d2c00b7,2,73.0,42,2025-04-22 18:00:46.160,170.0,44,aligned,far-anchor,6,0,1,75,31,line,2,E,-2.0,2.0,False,non-anchor,aligned
3.112,62b7a7e776f241c59cf27ac9,8,33.0,32,2025-04-22 18:00:49.533,706.0,33,far-from-aligned,far-anchor,8,6,2,50,56,line,8,F,-1.0,1.0,False,non-anchor,unaligned
2.989,62b7a7e776f241c59cf27ac9,8,34.0,45,2025-04-22 18:00:52.737,707.0,45,aligned,far-anchor,5,0,0,75,30,pie,8,E,0.0,0.0,True,non-anchor,aligned
8.678,65847ecf0896ca006d2c00b7,2,74.0,45,2025-04-22 18:00:51.826,171.0,33,far-from-aligned,far-anchor,8,6,2,50,56,line,2,G,12.0,12.0,False,non-anchor,unaligned
5.281,62b7a7e776f241c59cf27ac9,8,35.0,21,2025-04-22 18:00:55.829,708.0,21,far-from-aligned,near-anchor,4,10,1,50,39,line,8,A,0.0,0.0,True,non-anchor,unaligned
9.291,60ec03471451032a030cfec1,1,60.0,25,2025-04-22 18:00:53.332,61.0,35,far-from-aligned,far-anchor,10,6,0,50,56,line,1,B,-10.0,10.0,False,non-anchor,unaligned
3.063,62b7a7e776f241c59cf27ac9,8,36.0,24,2025-04-22 18:01:02.246,709.0,23,near-aligned,near-anchor,2,2,2,75,73,pie,8,B,1.0,1.0,False,non-anchor,unaligned
5.118,65847ecf0896ca006d2c00b7,2,75.0,20,2025-04-22 18:01:00.615,172.0,20,aligned,far-anchor,5,0,0,75,55,line,2,A,0.0,0.0,True,non-anchor,aligned
3.828,60ec03471451032a030cfec1,1,61.0,16,2025-04-22 18:01:02.673,62.0,21,far-from-aligned,near-anchor,4,9,1,75,66,line,1,B,-5.0,5.0,False,non-anchor,unaligned
2.469,62b7a7e776f241c59cf27ac9,8,37.0,23,2025-04-22 18:01:05.493,710.0,25,near-aligned,anchor,0,3,0,25 and 50,22,line,8,B,-2.0,2.0,False,anchor,unaligned
1.619,60ec03471451032a030cfec1,1,62.0,20,2025-04-22 18:01:06.555,63.0,24,far-from-aligned,near-anchor,1,11,1,50,39,pie,1,C,-4.0,4.0,False,non-anchor,unaligned
2.001,62b7a7e776f241c59cf27ac9,8,38.0,24,2025-04-22 18:01:08.052,711.0,17,far-from-aligned,far-anchor,8,5,2,25,13,pie,8,C,7.0,7.0,False,non-anchor,unaligned
4.462,65847ecf0896ca006d2c00b7,2,76.0,19,2025-04-22 18:01:05.838,173.0,22,near-aligned,near-anchor,3,4,2,75,71,pie,2,E,-3.0,3.0,False,non-anchor,unaligned
2.456,60ec03471451032a030cfec1,1,63.0,25,2025-04-22 18:01:08.226,64.0,19,near-aligned,far-anchor,6,3,1,75 and 100,78,pie,1,G,6.0,6.0,False,non-anchor,unaligned
2.124,62b7a7e776f241c59cf27ac9,8,39.0,25,2025-04-22 18:01:10.145,712.0,26,aligned,near-anchor,1,0,1,0,0,line,8,D,-1.0,1.0,False,non-anchor,aligned
3.344,65847ecf0896ca006d2c00b7,2,77.0,27,2025-04-22 18:01:10.408,174.0,27,aligned,near-anchor,2,0,2,75,48,line,2,E,0.0,0.0,True,non-anchor,aligned
3.674,60ec03471451032a030cfec1,1,64.0,20,2025-04-22 18:01:10.736,65.0,23,near-aligned,near-anchor,2,3,2,50,30,pie,1,F,-3.0,3.0,False,non-anchor,unaligned
2.29,62b7a7e776f241c59cf27ac9,8,40.0,48,2025-04-22 18:01:12.360,713.0,55,far-from-aligned,far-anchor,5,5,0,25,30,line,8,B,-7.0,7.0,False,non-anchor,unaligned
2.567,62b7a7e776f241c59cf27ac9,8,41.0,30,2025-04-22 18:01:14.746,714.0,25,far-from-aligned,anchor,0,10,0,25 and 50,15,line,8,F,5.0,5.0,False,anchor,unaligned
3.864,65847ecf0896ca006d2c00b7,2,78.0,49,2025-04-22 18:01:13.852,175.0,52,near-aligned,far-anchor,2,3,2,0,3,line,2,F,-3.0,3.0,False,non-anchor,unaligned
2.384,62b7a7e776f241c59cf27ac9,8,42.0,24,2025-04-22 18:01:17.401,715.0,27,aligned,near-anchor,2,0,2,75,48,pie,8,F,-3.0,3.0,False,non-anchor,aligned
5.388,60ec03471451032a030cfec1,1,65.0,40,2025-04-22 18:01:14.464,66.0,25,near-aligned,anchor,0,4,0,25 and 50,21,pie,1,F,15.0,15.0,False,anchor,unaligned
4.572,65847ecf0896ca006d2c00b7,2,79.0,46,2025-04-22 18:01:17.820,176.0,45,far-from-aligned,far-anchor,5,8,0,25,17,pie,2,E,1.0,1.0,False,non-anchor,unaligned
3.041,62b7a7e776f241c59cf27ac9,8,43.0,30,2025-04-22 18:01:19.877,716.0,33,aligned,far-anchor,8,0,2,0,0,pie,8,G,-3.0,3.0,False,non-anchor,aligned
5.008,60ec03471451032a030cfec1,1,66.0,25,2025-04-22 18:01:19.917,67.0,21,near-aligned,near-anchor,4,4,1,25,21,line,1,G,4.0,4.0,False,non-anchor,unaligned
2.148,62b7a7e776f241c59cf27ac9,8,44.0,50,2025-04-22 18:01:23.009,717.0,50,aligned,anchor,0,0,0,50 and 100,50,pie,8,B,0.0,0.0,True,anchor,aligned
14.955,67ec17b2eb6a8355a6ed4b59,3,0.0,26,2025-04-22 18:01:12.760,193.0,26,far-from-aligned,near-anchor,1,5,1,0,5,line,3,F,0.0,0.0,True,non-anchor,unaligned
2.915,60ec03471451032a030cfec1,1,67.0,10,2025-04-22 18:01:24.984,68.0,18,near-aligned,far-anchor,7,2,2,50,48,line,1,E,-8.0,8.0,False,non-anchor,unaligned
3.823,62b7a7e776f241c59cf27ac9,8,45.0,51,2025-04-22 18:01:25.246,718.0,51,far-from-aligned,far-anchor,1,11,1,0,11,line,8,F,0.0,0.0,True,non-anchor,unaligned
7.826,674f81d8a83632cf7c484d74,6,0.0,32,2025-04-22 18:01:22.357,481.0,33,far-from-aligned,far-anchor,8,5,2,100,62,line,6,C,-1.0,1.0,False,non-anchor,unaligned
8.269,65847ecf0896ca006d2c00b7,2,80.0,47,2025-04-22 18:01:22.493,177.0,52,far-from-aligned,far-anchor,2,11,2,25,36,line,2,E,-5.0,5.0,False,non-anchor,unaligned
3.409,60ec03471451032a030cfec1,1,68.0,25,2025-04-22 18:01:27.949,69.0,47,far-from-aligned,near-anchor,3,7,2,25,18,line,1,B,-22.0,22.0,False,non-anchor,unaligned
2.644,62b7a7e776f241c59cf27ac9,8,46.0,51,2025-04-22 18:01:29.161,719.0,52,near-aligned,far-anchor,2,4,2,75,19,pie,8,F,-1.0,1.0,False,non-anchor,unaligned
3.885,65847ecf0896ca006d2c00b7,2,81.0,28,2025-04-22 18:01:30.867,178.0,25,near-aligned,anchor,0,2,0,75 and 100,73,pie,2,A,3.0,3.0,False,anchor,unaligned
3.356,60ec03471451032a030cfec1,1,69.0,20,2025-04-22 18:01:31.412,70.0,54,aligned,far-anchor,4,0,1,25,25,pie,1,G,-34.0,34.0,False,non-anchor,aligned
3.425,62b7a7e776f241c59cf27ac9,8,47.0,20,2025-04-22 18:01:31.897,720.0,22,near-aligned,near-anchor,3,1,2,75,74,line,8,B,-2.0,2.0,False,non-anchor,unaligned
1.992,60ec03471451032a030cfec1,1,70.0,10,2025-04-22 18:01:34.816,71.0,46,near-aligned,near-anchor,4,4,1,50,46,pie,1,B,-36.0,36.0,False,non-anchor,unaligned
6.758,674f81d8a83632cf7c484d74,6,1.0,52,2025-04-22 18:01:30.252,482.0,50,near-aligned,anchor,0,2,0,0 and 50,2,pie,6,D,2.0,2.0,False,anchor,unaligned
2.351,62b7a7e776f241c59cf27ac9,8,48.0,50,2025-04-22 18:01:36.274,721.0,51,far-from-aligned,far-anchor,1,6,1,25,31,line,8,A,-1.0,1.0,False,non-anchor,unaligned
3.164,60ec03471451032a030cfec1,1,71.0,25,2025-04-22 18:01:36.860,72.0,23,near-aligned,near-anchor,2,3,2,75,55,line,1,C,2.0,2.0,False,non-anchor,unaligned
6.294,65847ecf0896ca006d2c00b7,2,82.0,46,2025-04-22 18:01:34.853,179.0,37,near-aligned,far-anchor,12,4,2,100,59,line,2,F,9.0,9.0,False,non-anchor,unaligned
5.857,674f81d8a83632cf7c484d74,6,2.0,59,2025-04-22 18:01:37.087,483.0,55,far-from-aligned,far-anchor,5,7,0,100,38,line,6,C,4.0,4.0,False,non-anchor,unaligned
4.728,62b7a7e776f241c59cf27ac9,8,49.0,15,2025-04-22 18:01:38.717,722.0,19,near-aligned,far-anchor,6,1,1,75,55,pie,8,F,-4.0,4.0,False,non-anchor,unaligned
15.684,67ec17b2eb6a8355a6ed4b59,3,1.0,55,2025-04-22 18:01:27.985,194.0,31,near-aligned,far-anchor,6,4,1,75,40,pie,3,A,24.0,24.0,False,non-anchor,unaligned
2.771,65847ecf0896ca006d2c00b7,2,83.0,25,2025-04-22 18:01:41.245,180.0,25,aligned,anchor,0,0,0,50 and 75,50,pie,2,B,0.0,0.0,True,anchor,aligned
3.919,63179fe6d8b52834c9c8f5f7,11,0.0,45,2025-04-22 18:01:40.451,961.0,43,far-from-aligned,far-anchor,7,8,2,75,40,pie,11,E,2.0,2.0,False,non-anchor,unaligned
2.838,62b7a7e776f241c59cf27ac9,8,50.0,30,2025-04-22 18:01:43.532,723.0,47,far-from-aligned,near-anchor,3,7,2,75,35,line,8,B,-17.0,17.0,False,non-anchor,unaligned
2.773,63179fe6d8b52834c9c8f5f7,11,1.0,50,2025-04-22 18:01:44.447,962.0,50,near-aligned,anchor,0,2,0,25 and 75,23,pie,11,A,0.0,0.0,True,anchor,unaligned
2.248,62b7a7e776f241c59cf27ac9,8,51.0,50,2025-04-22 18:01:46.465,724.0,50,aligned,anchor,0,0,0,0 and 50,0,line,8,G,0.0,0.0,True,anchor,aligned
6.701,674f81d8a83632cf7c484d74,6,3.0,25,2025-04-22 18:01:43.022,484.0,26,near-aligned,near-anchor,1,3,1,50,53,pie,6,E,-1.0,1.0,False,non-anchor,unaligned
3.184,63179fe6d8b52834c9c8f5f7,11,2.0,50,2025-04-22 18:01:47.330,963.0,50,aligned,anchor,0,0,0,25 and 75,25,line,11,E,0.0,0.0,True,anchor,aligned
3.036,63179fe6d8b52834c9c8f5f7,11,3.0,25,2025-04-22 18:01:50.593,964.0,30,near-aligned,far-anchor,5,2,0,100,68,line,11,C,-5.0,5.0,False,non-anchor,unaligned
6.616,62b7a7e776f241c59cf27ac9,8,52.0,25,2025-04-22 18:01:48.805,725.0,16,far-from-aligned,far-anchor,9,6,1,75,69,pie,8,B,9.0,9.0,False,non-anchor,unaligned
2.407,63179fe6d8b52834c9c8f5f7,11,4.0,25,2025-04-22 18:01:53.707,965.0,33,far-from-aligned,far-anchor,8,5,2,50,12,line,11,D,-8.0,8.0,False,non-anchor,unaligned
8.144,674f81d8a83632cf7c484d74,6,4.0,56,2025-04-22 18:01:49.803,485.0,49,near-aligned,near-anchor,1,2,1,25,23,line,6,C,7.0,7.0,False,non-anchor,unaligned
2.492,62b7a7e776f241c59cf27ac9,8,53.0,25,2025-04-22 18:01:55.517,726.0,23,near-aligned,near-anchor,2,2,2,25,23,pie,8,E,2.0,2.0,False,non-anchor,unaligned
6.019,63179fe6d8b52834c9c8f5f7,11,5.0,47,2025-04-22 18:01:56.187,966.0,48,near-aligned,near-anchor,2,1,2,50 and 100,51,pie,11,F,-1.0,1.0,False,non-anchor,unaligned
5.36,674f81d8a83632cf7c484d74,6,5.0,23,2025-04-22 18:01:58.003,486.0,15,aligned,far-anchor,10,0,0,100,85,pie,6,C,8.0,8.0,False,non-anchor,aligned
20.061,67ec17b2eb6a8355a6ed4b59,3,2.0,75,2025-04-22 18:01:44.062,195.0,51,near-aligned,far-anchor,1,2,1,100,47,pie,3,F,24.0,24.0,False,non-anchor,unaligned
7.881,62b7a7e776f241c59cf27ac9,8,54.0,40,2025-04-22 18:01:58.109,727.0,43,far-from-aligned,far-anchor,7,5,2,75,37,pie,8,A,-3.0,3.0,False,non-anchor,unaligned
4.382,63179fe6d8b52834c9c8f5f7,11,6.0,18,2025-04-22 18:02:02.294,967.0,15,aligned,far-anchor,10,0,0,100,85,line,11,A,3.0,3.0,False,non-anchor,aligned
5.55,60ec03471451032a030cfec1,1,72.0,15,2025-04-22 18:02:04.759,73.0,20,near-aligned,far-anchor,5,3,0,25,8,pie,1,A,-5.0,5.0,False,non-anchor,unaligned
3.622,63179fe6d8b52834c9c8f5f7,11,7.0,50,2025-04-22 18:02:06.765,968.0,50,far-from-aligned,anchor,0,10,0,0 and 50,10,pie,11,D,0.0,0.0,True,anchor,unaligned
4.62,62b7a7e776f241c59cf27ac9,8,55.0,25,2025-04-22 18:02:06.093,728.0,25,far-from-aligned,anchor,0,10,0,50 and 75,40,pie,8,A,0.0,0.0,True,anchor,unaligned
7.759,67ec17b2eb6a8355a6ed4b59,3,3.0,27,2025-04-22 18:02:04.417,196.0,19,near-aligned,far-anchor,6,2,1,0,2,line,3,D,8.0,8.0,False,non-anchor,unaligned
5.682,65847ecf0896ca006d2c00b7,2,84.0,47,2025-04-22 18:02:06.654,181.0,42,far-from-aligned,far-anchor,8,7,2,50,43,pie,2,G,5.0,5.0,False,non-anchor,unaligned
2.503,60ec03471451032a030cfec1,1,73.0,20,2025-04-22 18:02:10.368,74.0,36,aligned,far-anchor,11,0,1,100,64,line,1,G,-16.0,16.0,False,non-anchor,aligned
9.663,674f81d8a83632cf7c484d74,6,6.0,25,2025-04-22 18:02:03.444,487.0,30,far-from-aligned,far-anchor,5,6,0,50,14,line,6,A,-5.0,5.0,False,non-anchor,unaligned
2.624,62b7a7e776f241c59cf27ac9,8,56.0,25,2025-04-22 18:02:10.805,729.0,28,near-aligned,near-anchor,3,4,2,100,68,pie,8,G,-3.0,3.0,False,non-anchor,unaligned
3.267,63179fe6d8b52834c9c8f5f7,11,8.0,50,2025-04-22 18:02:10.479,969.0,50,near-aligned,anchor,0,3,0,0 and 50,3,line,11,F,0.0,0.0,True,anchor,unaligned
3.274,65847ecf0896ca006d2c00b7,2,85.0,26,2025-04-22 18:02:12.443,182.0,23,far-from-aligned,near-anchor,2,10,2,25,15,pie,2,F,3.0,3.0,False,non-anchor,unaligned
2.271,62b7a7e776f241c59cf27ac9,8,57.0,36,2025-04-22 18:02:13.518,730.0,36,near-aligned,far-anchor,11,1,1,50,13,pie,8,G,0.0,0.0,True,non-anchor,unaligned
4.618,60ec03471451032a030cfec1,1,74.0,30,2025-04-22 18:02:12.926,75.0,52,far-from-aligned,far-anchor,2,5,2,25,30,line,1,D,-22.0,22.0,False,non-anchor,unaligned
2.076,62b7a7e776f241c59cf27ac9,8,58.0,25,2025-04-22 18:02:15.881,731.0,42,aligned,far-anchor,8,0,2,75,33,line,8,E,-17.0,17.0,False,non-anchor,aligned
3.476,65847ecf0896ca006d2c00b7,2,86.0,20,2025-04-22 18:02:15.819,183.0,24,far-from-aligned,near-anchor,1,9,1,50,35,line,2,G,-4.0,4.0,False,non-anchor,unaligned
1.786,60ec03471451032a030cfec1,1,75.0,10,2025-04-22 18:02:17.598,76.0,24,far-from-aligned,near-anchor,1,10,1,75,61,pie,1,G,-14.0,14.0,False,non-anchor,unaligned
3.068,62b7a7e776f241c59cf27ac9,8,59.0,24,2025-04-22 18:02:18.049,732.0,23,near-aligned,near-anchor,2,2,2,75,54,pie,8,C,1.0,1.0,False,non-anchor,unaligned
7.596,63179fe6d8b52834c9c8f5f7,11,9.0,35,2025-04-22 18:02:13.842,970.0,34,near-aligned,far-anchor,9,2,1,75,39,pie,11,F,1.0,1.0,False,non-anchor,unaligned
9.062,67ec17b2eb6a8355a6ed4b59,3,4.0,37,2025-04-22 18:02:12.623,197.0,24,far-from-aligned,near-anchor,1,5,1,75,56,line,3,B,13.0,13.0,False,non-anchor,unaligned
3.686,65847ecf0896ca006d2c00b7,2,87.0,19,2025-04-22 18:02:19.398,184.0,22,far-from-aligned,near-anchor,3,7,2,25,10,line,2,E,-3.0,3.0,False,non-anchor,unaligned
3.653,63179fe6d8b52834c9c8f5f7,11,10.0,20,2025-04-22 18:02:21.513,971.0,21,aligned,near-anchor,4,0,1,50,50,pie,11,E,-1.0,1.0,False,non-anchor,aligned
12.249,674f81d8a83632cf7c484d74,6,7.0,17,2025-04-22 18:02:13.173,488.0,18,far-from-aligned,far-anchor,7,9,2,50 and 50,41,line,6,G,-1.0,1.0,False,non-anchor,unaligned
3.387,62b7a7e776f241c59cf27ac9,8,60.0,32,2025-04-22 18:02:22.050,733.0,38,aligned,far-anchor,12,0,2,75,37,line,8,E,-6.0,6.0,False,non-anchor,aligned
4.483,65847ecf0896ca006d2c00b7,2,88.0,45,2025-04-22 18:02:23.188,185.0,38,near-aligned,far-anchor,12,3,2,75,34,line,2,A,7.0,7.0,False,non-anchor,unaligned
2.768,62b7a7e776f241c59cf27ac9,8,61.0,10,2025-04-22 18:02:25.533,734.0,16,near-aligned,far-anchor,9,3,1,75,72,line,8,E,-6.0,6.0,False,non-anchor,unaligned
4.96,63179fe6d8b52834c9c8f5f7,11,11.0,51,2025-04-22 18:02:25.242,972.0,51,aligned,far-anchor,1,0,1,0,0,line,11,G,0.0,0.0,True,non-anchor,aligned
3.766,65847ecf0896ca006d2c00b7,2,89.0,46,2025-04-22 18:02:27.780,186.0,41,far-from-aligned,far-anchor,9,7,1,75,41,pie,2,C,5.0,5.0,False,non-anchor,unaligned
3.68,62b7a7e776f241c59cf27ac9,8,62.0,28,2025-04-22 18:02:28.389,735.0,29,near-aligned,near-anchor,4,3,1,25,28,pie,8,F,-1.0,1.0,False,non-anchor,unaligned
7.021,674f81d8a83632cf7c484d74,6,8.0,33,2025-04-22 18:02:25.502,489.0,31,far-from-aligned,far-anchor,6,5,1,100,64,pie,6,F,2.0,2.0,False,non-anchor,unaligned
3.18,62b7a7e776f241c59cf27ac9,8,63.0,20,2025-04-22 18:02:32.153,736.0,15,aligned,far-anchor,10,0,0,25,10,line,8,E,5.0,5.0,False,non-anchor,aligned
5.636,65847ecf0896ca006d2c00b7,2,90.0,24,2025-04-22 18:02:31.663,187.0,20,far-from-aligned,far-anchor,5,5,0,25,10,line,2,D,4.0,4.0,False,non-anchor,unaligned
6.41,674f81d8a83632cf7c484d74,6,9.0,27,2025-04-22 18:02:32.593,490.0,16,near-aligned,far-anchor,9,3,1,50,31,pie,6,B,11.0,11.0,False,non-anchor,unaligned
5.128,62b7a7e776f241c59cf27ac9,8,64.0,29,2025-04-22 18:02:35.421,737.0,26,far-from-aligned,near-anchor,1,12,1,50 and 100,62,pie,8,A,3.0,3.0,False,non-anchor,unaligned
3.628,65847ecf0896ca006d2c00b7,2,91.0,19,2025-04-22 18:02:37.408,188.0,17,far-from-aligned,far-anchor,8,7,2,50,43,pie,2,A,2.0,2.0,False,non-anchor,unaligned
10.356,67ec17b2eb6a8355a6ed4b59,3,5.0,55,2025-04-22 18:02:32.168,198.0,32,far-from-aligned,far-anchor,7,6,2,75,37,pie,3,A,23.0,23.0,False,non-anchor,unaligned
3.589,62b7a7e776f241c59cf27ac9,8,65.0,45,2025-04-22 18:02:40.636,738.0,44,far-from-aligned,far-anchor,6,9,1,75,40,pie,8,A,1.0,1.0,False,non-anchor,unaligned
4.844,65847ecf0896ca006d2c00b7,2,92.0,23,2025-04-22 18:02:41.146,189.0,23,far-from-aligned,near-anchor,2,6,2,25,8,line,2,E,0.0,0.0,True,non-anchor,unaligned
3.42,62b7a7e776f241c59cf27ac9,8,66.0,51,2025-04-22 18:02:44.321,739.0,53,near-aligned,far-anchor,3,2,2,0,2,pie,8,A,-2.0,2.0,False,non-anchor,unaligned
11.25,674f81d8a83632cf7c484d74,6,10.0,44,2025-04-22 18:02:39.067,491.0,44,near-aligned,far-anchor,6,2,1,50,4,pie,6,B,0.0,0.0,True,non-anchor,unaligned
4.668,65847ecf0896ca006d2c00b7,2,93.0,53,2025-04-22 18:02:46.093,190.0,54,far-from-aligned,far-anchor,4,10,1,25,35,line,2,F,-1.0,1.0,False,non-anchor,unaligned
8.332,67ec17b2eb6a8355a6ed4b59,3,6.0,35,2025-04-22 18:02:42.793,199.0,27,near-aligned,near-anchor,2,4,2,25,29,line,3,G,8.0,8.0,False,non-anchor,unaligned
4.125,62b7a7e776f241c59cf27ac9,8,67.0,26,2025-04-22 18:02:47.828,740.0,17,aligned,far-anchor,8,0,2,25,8,pie,8,B,9.0,9.0,False,non-anchor,aligned
2.496,62b7a7e776f241c59cf27ac9,8,68.0,32,2025-04-22 18:02:52.045,741.0,34,near-aligned,far-anchor,9,2,1,0,2,line,8,C,-2.0,2.0,False,non-anchor,unaligned
4.808,65847ecf0896ca006d2c00b7,2,94.0,29,2025-04-22 18:02:50.857,191.0,29,near-aligned,near-anchor,4,4,1,25,29,pie,2,G,0.0,0.0,True,non-anchor,unaligned
2.527,62b7a7e776f241c59cf27ac9,8,69.0,32,2025-04-22 18:02:54.630,742.0,22,aligned,near-anchor,3,0,2,75,75,line,8,F,10.0,10.0,False,non-anchor,aligned
2.433,62b7a7e776f241c59cf27ac9,8,70.0,24,2025-04-22 18:02:57.245,743.0,26,aligned,near-anchor,1,0,1,75,49,pie,8,A,-2.0,2.0,False,non-anchor,aligned
4.376,65847ecf0896ca006d2c00b7,2,95.0,47,2025-04-22 18:02:55.767,192.0,44,near-aligned,far-anchor,6,1,1,0,1,line,2,A,3.0,3.0,False,non-anchor,unaligned
10.02,674f81d8a83632cf7c484d74,6,11.0,18,2025-04-22 18:02:50.393,492.0,16,near-aligned,far-anchor,9,1,1,100,83,pie,6,D,2.0,2.0,False,non-anchor,unaligned
2.111,62b7a7e776f241c59cf27ac9,8,71.0,26,2025-04-22 18:02:59.765,744.0,34,far-from-aligned,far-anchor,9,7,1,25,32,line,8,G,-8.0,8.0,False,non-anchor,unaligned
12.269,67ec17b2eb6a8355a6ed4b59,3,7.0,25,2025-04-22 18:02:51.521,200.0,20,aligned,far-anchor,5,0,0,100,80,pie,3,B,5.0,5.0,False,non-anchor,aligned
2.625,62b7a7e776f241c59cf27ac9,8,72.0,32,2025-04-22 18:03:03.521,745.0,27,far-from-aligned,near-anchor,2,7,2,100,66,line,8,C,5.0,5.0,False,non-anchor,unaligned
