"selectedPart","alignmentCategory","anchorCategory","anchorDistance","alignmentDistance","round5Distance","alignmentType","alignmentPosition","chartType","UID","selectedLabel"
25,"near-aligned","anchor",0,2,0,"50 and 75",48,"line",17,"G"
50,"far-from-aligned","anchor",0,10,0,"25 and 75",15,"line",17,"A"
25,"far-from-aligned","anchor",0,9,0,"25 and 50",16,"line",17,"A"
25,"aligned","anchor",0,0,0,"0 and 25",0,"pie",17,"C"
50,"aligned","anchor",0,0,0,"25 and 75",25,"pie",17,"B"
25,"near-aligned","anchor",0,1,0,"25 and 50",24,"pie",17,"A"
25,"near-aligned","anchor",0,2,0,"25 and 50",23,"pie",17,"B"
25,"far-from-aligned","anchor",0,6,0,"25 and 50",19,"pie",17,"G"
50,"far-from-aligned","anchor",0,9,0,"0 and 50",9,"pie",17,"G"
21,"aligned","near-anchor",4,0,1,"75",75,"line",17,"D"
22,"aligned","near-anchor",3,0,2,"50",50,"line",17,"A"
48,"aligned","near-anchor",2,0,2,"50",50,"line",17,"D"
22,"aligned","near-anchor",3,0,2,"50",28,"line",17,"E"
49,"aligned","near-anchor",1,0,1,"75",26,"line",17,"C"
48,"near-aligned","near-anchor",2,1,2,"50",3,"line",17,"B"
46,"near-aligned","near-anchor",4,1,1,"75",28,"line",17,"F"
23,"near-aligned","near-anchor",2,2,2,"50",48,"line",17,"E"
46,"near-aligned","near-anchor",4,4,1,"50",46,"line",17,"G"
48,"near-aligned","near-anchor",2,1,2,"50",3,"line",17,"E"
47,"near-aligned","near-anchor",3,1,2,"100",52,"line",17,"G"
49,"far-from-aligned","near-anchor",1,7,1,"75",33,"line",17,"C"
27,"far-from-aligned","near-anchor",2,8,2,"0",8,"line",17,"B"
21,"far-from-aligned","near-anchor",4,7,1,"75",68,"line",17,"A"
26,"far-from-aligned","near-anchor",1,8,1,"75",41,"line",17,"C"
26,"far-from-aligned","near-anchor",1,11,1,"25",36,"line",17,"B"
47,"far-from-aligned","near-anchor",3,10,2,"50",40,"line",17,"A"
46,"far-from-aligned","near-anchor",4,9,1,"25",16,"line",17,"A"
22,"aligned","near-anchor",3,0,2,"75",53,"pie",17,"D"
48,"aligned","near-anchor",2,0,2,"100",52,"pie",17,"C"
22,"aligned","near-anchor",3,0,2,"100",78,"pie",17,"B"
48,"aligned","near-anchor",2,0,2,"100",52,"pie",17,"C"
47,"aligned","near-anchor",3,0,2,"75",28,"pie",17,"D"
27,"near-aligned","near-anchor",2,1,2,"75",47,"pie",17,"G"
27,"near-aligned","near-anchor",2,4,2,"0",4,"pie",17,"B"
29,"near-aligned","near-anchor",4,2,1,"100",69,"pie",17,"D"
21,"near-aligned","near-anchor",4,4,1,"50",46,"pie",17,"F"
48,"near-aligned","near-anchor",2,3,2,"75",30,"pie",17,"A"
28,"near-aligned","near-anchor",3,1,2,"25",24,"pie",17,"E"
23,"far-from-aligned","near-anchor",2,10,2,"50",40,"pie",17,"C"
46,"far-from-aligned","near-anchor",4,5,1,"50",45,"pie",17,"F"
49,"far-from-aligned","near-anchor",1,7,1,"75",33,"pie",17,"C"
27,"far-from-aligned","near-anchor",2,8,2,"0",8,"pie",17,"D"
24,"far-from-aligned","near-anchor",1,8,1,"75",59,"pie",17,"F"
24,"far-from-aligned","near-anchor",1,5,1,"50",45,"pie",17,"A"
46,"far-from-aligned","near-anchor",4,7,1,"50",11,"pie",17,"E"
51,"aligned","far-anchor",1,0,1,"75",24,"line",17,"F"
31,"aligned","far-anchor",6,0,1,"25",25,"line",17,"C"
42,"aligned","far-anchor",8,0,2,"50",8,"line",17,"F"
17,"aligned","far-anchor",8,0,2,"75",75,"line",17,"A"
40,"aligned","far-anchor",10,0,0,"50",50,"line",17,"C"
45,"aligned","far-anchor",5,0,0,"0",0,"line",17,"A"
38,"near-aligned","far-anchor",12,2,2,"0",2,"line",17,"A"
45,"near-aligned","far-anchor",5,3,0,"25",22,"line",17,"C"
17,"near-aligned","far-anchor",8,1,2,"75",57,"line",17,"C"
17,"near-aligned","far-anchor",8,1,2,"75",57,"line",17,"C"
33,"near-aligned","far-anchor",8,2,2,"75",40,"line",17,"D"
30,"near-aligned","far-anchor",5,2,0,"50",48,"line",17,"D"
36,"near-aligned","far-anchor",11,3,1,"50",11,"line",17,"F"
40,"near-aligned","far-anchor",10,2,0,"50",8,"line",17,"D"
41,"near-aligned","far-anchor",9,1,1,"0",1,"line",17,"A"
43,"far-from-aligned","far-anchor",7,6,2,"25",19,"line",17,"F"
19,"far-from-aligned","far-anchor",6,7,1,"75",68,"line",17,"A"
19,"far-from-aligned","far-anchor",6,7,1,"25",18,"line",17,"G"
43,"far-from-aligned","far-anchor",7,8,2,"50",42,"line",17,"F"
45,"far-from-aligned","far-anchor",5,5,0,"25",20,"line",17,"C"
20,"far-from-aligned","far-anchor",5,8,0,"50",42,"line",17,"A"
53,"far-from-aligned","far-anchor",3,10,2,"25",35,"line",17,"B"
16,"far-from-aligned","far-anchor",9,7,1,"25",16,"line",17,"C"
15,"far-from-aligned","far-anchor",10,7,0,"25",18,"line",17,"A"
35,"aligned","far-anchor",10,0,0,"25",25,"pie",17,"G"
43,"aligned","far-anchor",7,0,2,"75",32,"pie",17,"G"
30,"aligned","far-anchor",5,0,0,"25",25,"pie",17,"E"
38,"aligned","far-anchor",12,0,2,"50",50,"pie",17,"F"
36,"aligned","far-anchor",11,0,1,"75",39,"pie",17,"F"
34,"aligned","far-anchor",9,0,1,"25",25,"pie",17,"G"
39,"near-aligned","far-anchor",11,4,1,"25",21,"pie",17,"G"
55,"near-aligned","far-anchor",5,3,0,"25",28,"pie",17,"C"
33,"near-aligned","far-anchor",8,4,2,"25 and 50",21,"pie",17,"F"
36,"near-aligned","far-anchor",11,2,1,"50",12,"pie",17,"E"
45,"near-aligned","far-anchor",5,1,0,"25",24,"pie",17,"G"
33,"near-aligned","far-anchor",8,3,2,"50",47,"pie",17,"F"
19,"near-aligned","far-anchor",6,2,1,"25",23,"pie",17,"B"
42,"near-aligned","far-anchor",8,2,2,"0",2,"pie",17,"A"
55,"near-aligned","far-anchor",5,1,0,"25",24,"pie",17,"A"
52,"far-from-aligned","far-anchor",2,10,2,"100",38,"pie",17,"B"
20,"far-from-aligned","far-anchor",5,5,0,"75",60,"pie",17,"C"
32,"far-from-aligned","far-anchor",7,7,2,"75",36,"pie",17,"D"
33,"far-from-aligned","far-anchor",8,5,2,"50",55,"pie",17,"E"
17,"far-from-aligned","far-anchor",8,8,2,"50",41,"pie",17,"F"
41,"far-from-aligned","far-anchor",9,7,1,"25",18,"pie",17,"C"
30,"far-from-aligned","far-anchor",5,6,0,"50",56,"pie",17,"C"
39,"far-from-aligned","far-anchor",11,7,1,"25 and 50",18,"pie",17,"F"
16,"far-from-aligned","far-anchor",9,6,1,"50",40,"pie",17,"B"
25,"aligned","anchor",0,0,0,"50 and 75",50,"line",18,"A"
25,"aligned","anchor",0,0,0,"75 and 100",75,"line",18,"G"
25,"near-aligned","anchor",0,2,0,"50 and 75",48,"line",18,"G"
25,"near-aligned","anchor",0,1,0,"0 and 25",1,"line",18,"A"
25,"far-from-aligned","anchor",0,10,0,"75 and 100",65,"line",18,"E"
25,"far-from-aligned","anchor",0,12,0,"75 and 100",63,"line",18,"D"
25,"aligned","anchor",0,0,0,"0 and 25",0,"pie",18,"B"
25,"aligned","anchor",0,0,0,"0 and 25",0,"pie",18,"F"
50,"near-aligned","anchor",0,1,0,"50 and 100",49,"pie",18,"E"
50,"near-aligned","anchor",0,1,0,"25 and 75",24,"pie",18,"F"
50,"far-from-aligned","anchor",0,12,0,"0 and 50",12,"pie",18,"A"
50,"far-from-aligned","anchor",0,9,0,"25 and 75",16,"pie",18,"G"
48,"aligned","near-anchor",2,0,2,"75",27,"line",18,"E"
49,"aligned","near-anchor",1,0,1,"100",51,"line",18,"E"
22,"aligned","near-anchor",3,0,2,"25",3,"line",18,"C"
22,"aligned","near-anchor",3,0,2,"75",75,"line",18,"B"
27,"aligned","near-anchor",2,0,2,"75",48,"line",18,"F"
27,"near-aligned","near-anchor",2,2,2,"50",52,"line",18,"E"
24,"near-aligned","near-anchor",1,4,1,"75",55,"line",18,"C"
22,"near-aligned","near-anchor",3,1,2,"50",27,"line",18,"D"
27,"near-aligned","near-anchor",2,4,2,"75",44,"line",18,"B"
23,"near-aligned","near-anchor",2,1,2,"50 and 75",51,"line",18,"E"
26,"near-aligned","near-anchor",1,3,1,"100",71,"line",18,"D"
24,"far-from-aligned","near-anchor",1,9,1,"25",16,"line",18,"B"
24,"far-from-aligned","near-anchor",1,5,1,"50",45,"line",18,"B"
27,"far-from-aligned","near-anchor",2,9,2,"50",59,"line",18,"G"
26,"far-from-aligned","near-anchor",1,6,1,"50",56,"line",18,"F"
24,"far-from-aligned","near-anchor",1,8,1,"25",9,"line",18,"D"
29,"far-from-aligned","near-anchor",4,8,1,"50",13,"line",18,"A"
27,"far-from-aligned","near-anchor",2,11,2,"50",12,"line",18,"G"
21,"aligned","near-anchor",4,0,1,"50",50,"pie",18,"B"
21,"aligned","near-anchor",4,0,1,"75",54,"pie",18,"D"
24,"aligned","near-anchor",1,0,1,"25",25,"pie",18,"D"
22,"aligned","near-anchor",3,0,2,"50",28,"pie",18,"E"
49,"aligned","near-anchor",1,0,1,"50",50,"pie",18,"B"
24,"near-aligned","near-anchor",1,3,1,"50",47,"pie",18,"C"
26,"near-aligned","near-anchor",1,3,1,"100",71,"pie",18,"B"
27,"near-aligned","near-anchor",2,2,2,"25",27,"pie",18,"G"
23,"near-aligned","near-anchor",2,4,2,"25",6,"pie",18,"C"
26,"near-aligned","near-anchor",1,1,1,"25",26,"pie",18,"F"
27,"near-aligned","near-anchor",2,2,2,"50",52,"pie",18,"D"
48,"far-from-aligned","near-anchor",2,6,2,"25",19,"pie",18,"B"
29,"far-from-aligned","near-anchor",4,6,1,"0",6,"pie",18,"G"
29,"far-from-aligned","near-anchor",4,6,1,"50",15,"pie",18,"D"
26,"far-from-aligned","near-anchor",1,10,1,"0",10,"pie",18,"B"
22,"far-from-aligned","near-anchor",3,8,2,"50",42,"pie",18,"B"
21,"far-from-aligned","near-anchor",4,10,1,"75",64,"pie",18,"D"
24,"far-from-aligned","near-anchor",1,8,1,"50",42,"pie",18,"F"
44,"aligned","far-anchor",6,0,1,"50",50,"line",18,"B"
31,"aligned","far-anchor",6,0,1,"25",25,"line",18,"A"
32,"aligned","far-anchor",7,0,2,"75",43,"line",18,"G"
37,"aligned","far-anchor",12,0,2,"0",0,"line",18,"F"
40,"aligned","far-anchor",10,0,0,"25",25,"line",18,"C"
20,"aligned","far-anchor",5,0,0,"50",30,"line",18,"B"
18,"near-aligned","far-anchor",7,1,2,"50",49,"line",18,"B"
32,"near-aligned","far-anchor",7,2,2,"75",41,"line",18,"C"
31,"near-aligned","far-anchor",6,3,1,"75",41,"line",18,"F"
42,"near-aligned","far-anchor",8,4,2,"25 and 75",29,"line",18,"G"
32,"near-aligned","far-anchor",7,1,2,"75",42,"line",18,"C"
39,"near-aligned","far-anchor",11,1,1,"100",60,"line",18,"F"
16,"near-aligned","far-anchor",9,1,1,"25",8,"line",18,"B"
31,"near-aligned","far-anchor",6,1,1,"50",18,"line",18,"G"
35,"near-aligned","far-anchor",10,3,0,"50",12,"line",18,"B"
31,"far-from-aligned","far-anchor",6,5,1,"75",39,"line",18,"A"
19,"far-from-aligned","far-anchor",6,5,1,"25",20,"line",18,"G"
51,"far-from-aligned","far-anchor",1,9,1,"25",34,"line",18,"G"
51,"far-from-aligned","far-anchor",1,9,1,"25",34,"line",18,"F"
33,"far-from-aligned","far-anchor",8,8,2,"50",9,"line",18,"D"
38,"far-from-aligned","far-anchor",12,6,2,"25",19,"line",18,"G"
52,"far-from-aligned","far-anchor",2,7,2,"100",41,"line",18,"E"
20,"far-from-aligned","far-anchor",5,7,0,"75",68,"line",18,"F"
18,"far-from-aligned","far-anchor",7,9,2,"25 and 25",16,"line",18,"A"
31,"aligned","far-anchor",6,0,1,"25",25,"pie",18,"A"
36,"aligned","far-anchor",11,0,1,"50",14,"pie",18,"A"
39,"aligned","far-anchor",11,0,1,"50",50,"pie",18,"G"
45,"aligned","far-anchor",5,0,0,"75",30,"pie",18,"D"
33,"aligned","far-anchor",8,0,2,"100",67,"pie",18,"G"
15,"aligned","far-anchor",10,0,0,"25",25,"pie",18,"B"
51,"near-aligned","far-anchor",1,3,1,"75",21,"pie",18,"B"
20,"near-aligned","far-anchor",5,1,0,"25",24,"pie",18,"D"
15,"near-aligned","far-anchor",10,2,0,"50",48,"pie",18,"D"
19,"near-aligned","far-anchor",6,2,1,"100",79,"pie",18,"E"
42,"near-aligned","far-anchor",8,3,2,"75",30,"pie",18,"D"
18,"near-aligned","far-anchor",7,4,2,"75",61,"pie",18,"C"
54,"near-aligned","far-anchor",4,2,1,"0",2,"pie",18,"A"
19,"near-aligned","far-anchor",6,4,1,"75",71,"pie",18,"G"
34,"near-aligned","far-anchor",9,2,1,"50",14,"pie",18,"B"
40,"far-from-aligned","far-anchor",10,5,0,"25",20,"pie",18,"F"
15,"far-from-aligned","far-anchor",10,7,0,"25",17,"pie",18,"E"
52,"far-from-aligned","far-anchor",2,11,2,"25",36,"pie",18,"G"
16,"far-from-aligned","far-anchor",9,6,1,"50",44,"pie",18,"D"
19,"far-from-aligned","far-anchor",6,5,1,"75",61,"pie",18,"F"
53,"far-from-aligned","far-anchor",3,5,2,"75",17,"pie",18,"C"
51,"far-from-aligned","far-anchor",1,8,1,"0",8,"pie",18,"A"
53,"far-from-aligned","far-anchor",3,10,2,"100",37,"pie",18,"E"
20,"far-from-aligned","far-anchor",5,5,0,"25",10,"pie",18,"D"
50,"aligned","anchor",0,0,0,"0 and 50",0,"line",19,"C"
50,"aligned","anchor",0,0,0,"50 and 100",50,"line",19,"C"
25,"near-aligned","anchor",0,2,0,"0 and 25",2,"line",19,"A"
25,"near-aligned","anchor",0,3,0,"75 and 100",72,"line",19,"E"
50,"far-from-aligned","anchor",0,8,0,"0 and 50",8,"line",19,"G"
50,"far-from-aligned","anchor",0,7,0,"50 and 100",43,"line",19,"F"
50,"aligned","anchor",0,0,0,"25 and 75",25,"pie",19,"E"
25,"aligned","anchor",0,0,0,"25 and 50",25,"pie",19,"B"
25,"near-aligned","anchor",0,4,0,"25 and 50",21,"pie",19,"E"
25,"near-aligned","anchor",0,1,0,"50 and 75",49,"pie",19,"C"
25,"far-from-aligned","anchor",0,8,0,"0 and 25",8,"pie",19,"B"
50,"far-from-aligned","anchor",0,7,0,"0 and 50",7,"pie",19,"B"
21,"aligned","near-anchor",4,0,1,"75",75,"line",19,"D"
22,"aligned","near-anchor",3,0,2,"25",25,"line",19,"D"
21,"aligned","near-anchor",4,0,1,"25",4,"line",19,"C"
22,"aligned","near-anchor",3,0,2,"50",50,"line",19,"B"
24,"aligned","near-anchor",1,0,1,"100",76,"line",19,"F"
21,"near-aligned","near-anchor",4,4,1,"25",8,"line",19,"D"
21,"near-aligned","near-anchor",4,3,1,"25",7,"line",19,"A"
28,"near-aligned","near-anchor",3,2,2,"50",52,"line",19,"F"
29,"near-aligned","near-anchor",4,3,1,"50",18,"line",19,"F"
29,"near-aligned","near-anchor",4,2,1,"25",27,"line",19,"G"
48,"near-aligned","near-anchor",2,1,2,"50 and 100",51,"line",19,"F"
24,"far-from-aligned","near-anchor",1,7,1,"25",18,"line",19,"E"
47,"far-from-aligned","near-anchor",3,11,2,"25 and 50",14,"line",19,"G"
47,"far-from-aligned","near-anchor",3,8,2,"75",36,"line",19,"B"
27,"far-from-aligned","near-anchor",2,9,2,"75",39,"line",19,"G"
47,"far-from-aligned","near-anchor",3,5,2,"50",45,"line",19,"G"
27,"far-from-aligned","near-anchor",2,6,2,"50",17,"line",19,"B"
48,"far-from-aligned","near-anchor",2,8,2,"50",42,"line",19,"D"
48,"aligned","near-anchor",2,0,2,"50",2,"pie",19,"A"
46,"aligned","near-anchor",4,0,1,"50",50,"pie",19,"G"
22,"aligned","near-anchor",3,0,2,"75",75,"pie",19,"C"
28,"aligned","near-anchor",3,0,2,"50",50,"pie",19,"E"
26,"aligned","near-anchor",1,0,1,"25",25,"pie",19,"G"
29,"near-aligned","near-anchor",4,3,1,"0",3,"pie",19,"D"
23,"near-aligned","near-anchor",2,1,2,"50",49,"pie",19,"E"
29,"near-aligned","near-anchor",4,4,1,"50",54,"pie",19,"B"
27,"near-aligned","near-anchor",2,4,2,"0",4,"pie",19,"G"
27,"near-aligned","near-anchor",2,4,2,"0",4,"pie",19,"D"
24,"near-aligned","near-anchor",1,4,1,"75",71,"pie",19,"A"
24,"far-from-aligned","near-anchor",1,5,1,"25",20,"pie",19,"C"
23,"far-from-aligned","near-anchor",2,6,2,"75",69,"pie",19,"B"
28,"far-from-aligned","near-anchor",3,9,2,"75",38,"pie",19,"C"
46,"far-from-aligned","near-anchor",4,5,1,"75",34,"pie",19,"A"
27,"far-from-aligned","near-anchor",2,7,2,"50",16,"pie",19,"B"
24,"far-from-aligned","near-anchor",1,5,1,"75",70,"pie",19,"C"
24,"far-from-aligned","near-anchor",1,12,1,"75 and 75",63,"pie",19,"F"
16,"aligned","far-anchor",9,0,1,"50",50,"line",19,"B"
44,"aligned","far-anchor",6,0,1,"75",31,"line",19,"C"
18,"aligned","far-anchor",7,0,2,"0",0,"line",19,"A"
43,"aligned","far-anchor",7,0,2,"50",7,"line",19,"G"
41,"aligned","far-anchor",9,0,1,"75",34,"line",19,"G"
18,"aligned","far-anchor",7,0,2,"25",7,"line",19,"B"
41,"near-aligned","far-anchor",9,4,1,"25",21,"line",19,"D"
38,"near-aligned","far-anchor",12,1,2,"25",24,"line",19,"F"
38,"near-aligned","far-anchor",12,1,2,"75",36,"line",19,"G"
19,"near-aligned","far-anchor",6,2,1,"25",23,"line",19,"B"
39,"near-aligned","far-anchor",11,2,1,"100",59,"line",19,"B"
32,"near-aligned","far-anchor",7,1,2,"100",67,"line",19,"A"
17,"near-aligned","far-anchor",8,4,2,"50",37,"line",19,"E"
33,"near-aligned","far-anchor",8,2,2,"50",48,"line",19,"A"
36,"near-aligned","far-anchor",11,4,1,"100",60,"line",19,"C"
38,"far-from-aligned","far-anchor",12,6,2,"50",44,"line",19,"D"
34,"far-from-aligned","far-anchor",9,6,1,"25",31,"line",19,"F"
54,"far-from-aligned","far-anchor",4,7,1,"100",39,"line",19,"G"
36,"far-from-aligned","far-anchor",11,5,1,"25",20,"line",19,"A"
18,"far-from-aligned","far-anchor",7,7,2,"25",18,"line",19,"B"
20,"far-from-aligned","far-anchor",5,6,0,"75",69,"line",19,"G"
17,"far-from-aligned","far-anchor",8,5,2,"50",38,"line",19,"F"
20,"far-from-aligned","far-anchor",5,9,0,"75",64,"line",19,"G"
33,"far-from-aligned","far-anchor",8,5,2,"100",62,"line",19,"F"
31,"aligned","far-anchor",6,0,1,"0",0,"pie",19,"F"
36,"aligned","far-anchor",11,0,1,"50",14,"pie",19,"A"
42,"aligned","far-anchor",8,0,2,"0",0,"pie",19,"G"
45,"aligned","far-anchor",5,0,0,"100",55,"pie",19,"E"
37,"aligned","far-anchor",12,0,2,"50",50,"pie",19,"B"
17,"aligned","far-anchor",8,0,2,"50",33,"pie",19,"F"
51,"near-aligned","far-anchor",1,2,1,"100",47,"pie",19,"E"
34,"near-aligned","far-anchor",9,4,1,"75",37,"pie",19,"D"
40,"near-aligned","far-anchor",10,4,0,"25",21,"pie",19,"C"
51,"near-aligned","far-anchor",1,2,1,"0",2,"pie",19,"D"
32,"near-aligned","far-anchor",7,4,2,"75",39,"pie",19,"D"
43,"near-aligned","far-anchor",7,1,2,"50",49,"pie",19,"F"
19,"near-aligned","far-anchor",6,1,1,"25",5,"pie",19,"D"
16,"near-aligned","far-anchor",9,3,1,"100",81,"pie",19,"E"
51,"near-aligned","far-anchor",1,2,1,"25",27,"pie",19,"G"
38,"far-from-aligned","far-anchor",12,5,2,"100",57,"pie",19,"G"
31,"far-from-aligned","far-anchor",6,7,1,"0",7,"pie",19,"E"
55,"far-from-aligned","far-anchor",5,9,0,"25",34,"pie",19,"B"
53,"far-from-aligned","far-anchor",3,9,2,"100",38,"pie",19,"C"
16,"far-from-aligned","far-anchor",9,5,1,"25",20,"pie",19,"A"
51,"far-from-aligned","far-anchor",1,8,1,"0",8,"pie",19,"D"
51,"far-from-aligned","far-anchor",1,5,1,"0",5,"pie",19,"A"
15,"far-from-aligned","far-anchor",10,7,0,"25",18,"pie",19,"B"
43,"far-from-aligned","far-anchor",7,9,2,"50 and 75",41,"pie",19,"B"
25,"aligned","anchor",0,0,0,"25 and 50",25,"line",20,"A"
50,"aligned","anchor",0,0,0,"0 and 50",0,"line",20,"B"
50,"near-aligned","anchor",0,1,0,"50 and 100",49,"line",20,"D"
25,"near-aligned","anchor",0,2,0,"75 and 100",73,"line",20,"B"
25,"far-from-aligned","anchor",0,10,0,"0 and 25",10,"line",20,"F"
25,"far-from-aligned","anchor",0,11,0,"75 and 100",64,"line",20,"A"
25,"aligned","anchor",0,0,0,"75 and 100",75,"pie",20,"C"
50,"aligned","anchor",0,0,0,"25 and 75",25,"pie",20,"C"
50,"near-aligned","anchor",0,2,0,"25 and 75",23,"pie",20,"D"
50,"near-aligned","anchor",0,2,0,"50 and 100",48,"pie",20,"G"
25,"far-from-aligned","anchor",0,8,0,"0 and 25",8,"pie",20,"F"
25,"far-from-aligned","anchor",0,7,0,"50 and 75",43,"pie",20,"F"
49,"aligned","near-anchor",1,0,1,"50",50,"line",20,"F"
21,"aligned","near-anchor",4,0,1,"75",54,"line",20,"A"
46,"aligned","near-anchor",4,0,1,"0",0,"line",20,"C"
47,"aligned","near-anchor",3,0,2,"50",50,"line",20,"F"
48,"aligned","near-anchor",2,0,2,"100",52,"line",20,"A"
24,"near-aligned","near-anchor",1,1,1,"75",52,"line",20,"C"
46,"near-aligned","near-anchor",4,2,1,"25",23,"line",20,"B"
24,"near-aligned","near-anchor",1,2,1,"75",53,"line",20,"B"
24,"near-aligned","near-anchor",1,1,1,"25",24,"line",20,"D"
28,"near-aligned","near-anchor",3,4,2,"50",18,"line",20,"E"
21,"near-aligned","near-anchor",4,2,1,"0 and 25",2,"line",20,"D"
26,"far-from-aligned","near-anchor",1,8,1,"50",16,"line",20,"G"
28,"far-from-aligned","near-anchor",3,5,2,"75",42,"line",20,"B"
46,"far-from-aligned","near-anchor",4,7,1,"50",43,"line",20,"G"
29,"far-from-aligned","near-anchor",4,5,1,"0",5,"line",20,"E"
23,"far-from-aligned","near-anchor",2,7,2,"25",18,"line",20,"D"
48,"far-from-aligned","near-anchor",2,6,2,"25",19,"line",20,"F"
26,"far-from-aligned","near-anchor",1,7,1,"0",7,"line",20,"F"
47,"aligned","near-anchor",3,0,2,"50",3,"pie",20,"A"
46,"aligned","near-anchor",4,0,1,"50",50,"pie",20,"B"
46,"aligned","near-anchor",4,0,1,"25",25,"pie",20,"G"
47,"aligned","near-anchor",3,0,2,"50",3,"pie",20,"A"
22,"aligned","near-anchor",3,0,2,"50",50,"pie",20,"C"
23,"near-aligned","near-anchor",2,2,2,"50",48,"pie",20,"B"
48,"near-aligned","near-anchor",2,1,2,"25",24,"pie",20,"G"
49,"near-aligned","near-anchor",1,2,1,"25",23,"pie",20,"F"
48,"near-aligned","near-anchor",2,4,2,"25",21,"pie",20,"E"
21,"near-aligned","near-anchor",4,3,1,"25",22,"pie",20,"E"
28,"near-aligned","near-anchor",3,2,2,"50",20,"pie",20,"G"
28,"far-from-aligned","near-anchor",3,10,2,"25",35,"pie",20,"B"
46,"far-from-aligned","near-anchor",4,8,1,"75",37,"pie",20,"F"
28,"far-from-aligned","near-anchor",3,6,2,"50",16,"pie",20,"A"
22,"far-from-aligned","near-anchor",3,10,2,"50",40,"pie",20,"D"
29,"far-from-aligned","near-anchor",4,10,1,"25",35,"pie",20,"E"
27,"far-from-aligned","near-anchor",2,8,2,"75",40,"pie",20,"B"
26,"far-from-aligned","near-anchor",1,6,1,"25",31,"pie",20,"F"
55,"aligned","far-anchor",5,0,0,"25",25,"line",20,"D"
44,"aligned","far-anchor",6,0,1,"0",0,"line",20,"B"
39,"aligned","far-anchor",11,0,1,"100",61,"line",20,"E"
19,"aligned","far-anchor",6,0,1,"50",50,"line",20,"F"
53,"aligned","far-anchor",3,0,2,"75",22,"line",20,"E"
31,"aligned","far-anchor",6,0,1,"100",69,"line",20,"D"
41,"near-aligned","far-anchor",9,4,1,"50",46,"line",20,"C"
37,"near-aligned","far-anchor",12,2,2,"50",11,"line",20,"C"
20,"near-aligned","far-anchor",5,3,0,"75",72,"line",20,"G"
41,"near-aligned","far-anchor",9,3,1,"75",31,"line",20,"C"
44,"near-aligned","far-anchor",6,4,1,"75",35,"line",20,"E"
37,"near-aligned","far-anchor",12,3,2,"75",35,"line",20,"E"
37,"near-aligned","far-anchor",12,1,2,"0",1,"line",20,"G"
37,"near-aligned","far-anchor",12,2,2,"0",2,"line",20,"G"
36,"near-aligned","far-anchor",11,4,1,"100",60,"line",20,"G"
36,"far-from-aligned","far-anchor",11,6,1,"25",31,"line",20,"G"
45,"far-from-aligned","far-anchor",5,6,0,"25",19,"line",20,"C"
20,"far-from-aligned","far-anchor",5,7,0,"75",68,"line",20,"F"
34,"far-from-aligned","far-anchor",9,6,1,"75",35,"line",20,"G"
32,"far-from-aligned","far-anchor",7,7,2,"0",7,"line",20,"B"
20,"far-from-aligned","far-anchor",5,10,0,"50 and 50",40,"line",20,"F"
32,"far-from-aligned","far-anchor",7,6,2,"25",31,"line",20,"C"
32,"far-from-aligned","far-anchor",7,7,2,"0",7,"line",20,"F"
31,"far-from-aligned","far-anchor",6,6,1,"25",31,"line",20,"D"
37,"aligned","far-anchor",12,0,2,"25",25,"pie",20,"E"
16,"aligned","far-anchor",9,0,1,"0",0,"pie",20,"A"
34,"aligned","far-anchor",9,0,1,"100",66,"pie",20,"D"
20,"aligned","far-anchor",5,0,0,"100",80,"pie",20,"D"
33,"aligned","far-anchor",8,0,2,"25",25,"pie",20,"A"
36,"aligned","far-anchor",11,0,1,"100",64,"pie",20,"D"
30,"near-aligned","far-anchor",5,2,0,"50",48,"pie",20,"E"
40,"near-aligned","far-anchor",10,1,0,"100",59,"pie",20,"A"
51,"near-aligned","far-anchor",1,4,1,"100",45,"pie",20,"A"
45,"near-aligned","far-anchor",5,4,0,"25",21,"pie",20,"C"
45,"near-aligned","far-anchor",5,3,0,"25",22,"pie",20,"B"
52,"near-aligned","far-anchor",2,3,2,"0",3,"pie",20,"A"
55,"near-aligned","far-anchor",5,2,0,"0",2,"pie",20,"A"
54,"near-aligned","far-anchor",4,1,1,"25",24,"pie",20,"G"
42,"near-aligned","far-anchor",8,3,2,"75",30,"pie",20,"A"
42,"far-from-aligned","far-anchor",8,5,2,"75",38,"pie",20,"G"
19,"far-from-aligned","far-anchor",6,6,1,"75",62,"pie",20,"B"
30,"far-from-aligned","far-anchor",5,7,0,"25",32,"pie",20,"A"
20,"far-from-aligned","far-anchor",5,8,0,"50",42,"pie",20,"F"
38,"far-from-aligned","far-anchor",12,6,2,"50 and 100",56,"pie",20,"B"
34,"far-from-aligned","far-anchor",9,6,1,"50",10,"pie",20,"E"
30,"far-from-aligned","far-anchor",5,6,0,"75",39,"pie",20,"D"
39,"far-from-aligned","far-anchor",11,5,1,"75",31,"pie",20,"B"
51,"far-from-aligned","far-anchor",1,11,1,"25",36,"pie",20,"B"
